구분,회사명,특약명,가입조건,판매채널,적용담보,할인율(%)
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 2,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",40.2
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 2,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",49.0
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 3,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",33.7
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 3,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",43.4
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 5,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",30.9
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 5,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",41.0
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 7,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",26.0
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 7,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",36.9
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 9,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",21.3
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 9,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",32.9
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 12,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",14.1
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 12,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",26.7
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 15,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",12.1
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 15,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",25.0
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 18,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.4
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 18,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",17.6
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 23,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전 차종(전기차, 수소차, 하이브리드 차량 외)④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",1.6
마일리지(후정산형)할인,AXA손해보험,마일리지(후할인) 특별약관,"▶ ① 주행거리 조건 : 23,000Km 이하② 고지방식 조건 : 제한없음③ 차종 조건 : 전기차, 수소차, 하이브리드 차량④ 보험기간 조건 : 1년","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",16.1
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 1,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",42.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 1,000km 초과 2,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",38.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 2,000km 초과 3,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",37.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 3,000km 초과 5,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",30.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 5,000km 초과 7,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",25.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 7,000km 초과 10,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",23.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 10,000km 초과 12,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",14.0
마일리지(후정산형)할인,하나손해보험,마일리지 특별약관(후할인),"▶ ① 주행거리 : 연간 12,000km 초과 15,000km 이하② 고지방식 : 차량번호판 및 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년 이상(동일증권인 경우 3개월 이상)",대면/TM/CM/PM,"대인1, 대인2, 대물, 자손, 무보험차상해, 자차",6.0
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 1,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,45.4
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 2,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,42.3
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 3,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,39.2
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 4,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,36.0
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 5,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,32.9
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 6,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,29.8
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 7,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,26.6
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 8,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,23.5
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 9,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,20.4
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 10,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,17.2
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 11,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,14.1
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 12,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,11.0
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 13,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,7.8
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 14,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,4.7
마일리지(후정산형)할인,캐롯손해보험,캐롯 주행거리 할인 특별약관,"① 주행거리 : 15,000Km 이하② 고지방식 : 계기판 사진전송③ 차종 : 전 차종④ 보험기간 : 1년(단, 동일증권 추가시 3개월 이상)",CM/PM,대인1/대인2/대물/자손/무보험/자차,1.6
차선이탈경고(방지)장치할인,메리츠화재보험,차선이탈 경고장치 할인 특별약관,▶ ① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 신차③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,9.3
차선이탈경고(방지)장치할인,메리츠화재보험,차선이탈 경고장치 할인 특별약관,▶ ① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 1년 이상 - 4년 이하③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,5.6
차선이탈경고(방지)장치할인,메리츠화재보험,차선이탈 경고장치 할인 특별약관,▶ ① 최초 출고시 자동차 제조업체의 표준 또는 선택장치로서 차선이탈 경고장치 장착② 차령 조건 : 5년 이상③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,1.7
차선이탈경고(방지)장치할인,한화손해보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 1년이하③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착된 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",13.0
차선이탈경고(방지)장치할인,한화손해보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 2년이상③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착된 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",6.0
차선이탈경고(방지)장치할인,한화손해보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 1년이하③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착되지 않은 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",8.0
차선이탈경고(방지)장치할인,한화손해보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 차선이탈 경고장치(LDWS,LKAS)를 출고시에 장착한 경우② 차령 조건 : 2년이상③ 차종 조건 : 전 차종④ 전방충돌 방지장치가 장착되지 않은 상태로 출고","대면, TM","대인1, 대인2, 대물, 자손, 무보험차상해",1.0
차선이탈경고(방지)장치할인,롯데손해보험,차선이탈방지장치 장착할인특별약관,▶ ① 차선유지지원장치(LKAS) 또는 차선이탈경고장지(LDWS)를 최초 출고시(기본 또는 옵션) 장착② 전 차령③ 전 차종,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.6
차선이탈경고(방지)장치할인,MG손해보험,차선이탈방지장치 장착에 관한 특별약관,"▶ ① 장치 : 차선이탈 경고장치가 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 전 차령③ 차종 : 전 차종④ 고지방식 : 차량번호판 사진 및 계기판 또는 작동버튼 사진전송단, 사진전송은 기본 부속으로 장착된 차량은 제외",대면/TM/CM,대인1/대인2/대물/자손/무보험/자차,3.0
차선이탈경고(방지)장치할인,흥국화재해상보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 장치 : 차선이탈 경고장치(LDWS,LKAS)를 최초 출고시 장착(기본 또는 옵션)한 차량② 차령 조건 : 전 차령③ 차종 조건 : 전 차종",대면/TM/CM/PM,대인1/대인2/대물/자손/무보험,5.0
차선이탈경고(방지)장치할인,흥국화재해상보험,차선이탈 경고장치 장착 할인 특별약관,"▶ ① 장치 : 차선이탈 경고장치(LDWS,LKAS)를 최초 출고시 장착(기본 또는 옵션)한 차량② 차령 조건 : 전 차령③ 차종 조건 : 전 차종",대면/TM/CM/PM,자차,2.0
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",5.4
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,0.1
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",14.0
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,10.1
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",0.1
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 미장착,"대면, TM, CM, 플랫폼",자차,1.8
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",8.5
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 2년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,0.2
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",14.1
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 3년이상 5년이하③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.2
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼","대인1, 대인2, 대물, 자손, 무보험",8.4
차선이탈경고(방지)장치할인,삼성화재해상보험,첨단안전장치 장착차량 할인 특별약관,▶ ① 해당장치 명칭 및 장착관련 조건 : 차선이탈경고장치 또는 차선유지지원장치를 최초 출고 시 장착한 경우② 차령 조건 : 6년이상③ 차종 조건 : 전 차종④ 출고 시 전방충돌방지장치 장착,"대면, TM, CM, 플랫폼",자차,10.8
차선이탈경고(방지)장치할인,현대해상화재보험,차선이탈경고(방지)장치할인,▶ ① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 신차③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.2
차선이탈경고(방지)장치할인,현대해상화재보험,차선이탈경고(방지)장치할인,▶ ① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 3년이하③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,3.3
차선이탈경고(방지)장치할인,현대해상화재보험,차선이탈경고(방지)장치할인,▶ ① 장치 : 차선이탈 경고장치를 최초 출고시 장착(기본 또는 옵션)된 차량② 차령 : 4년이상③ 차종 : 전 차종,대면/TM/CM/플랫폼,대인1/대인2/대물/자손/무보험/자차,2.3
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,7.8
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,6.8
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착된 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착되지 않은 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,4.9
차선이탈경고(방지)장치할인,KB손해보험,첨단안전장치장착 특별약관,▶ ① 차선이탈경고장치(LDWS) 또는 차선유지지원장치(LKAS)가 장착되지 않은 상태로 출고② 신차 외③ 전차종④ 전방충돌방지장치가 장착된 상태로 출고,대면/TM/CM/PM,대인1/대인2/대물/자손/무보험/자차,3.8
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",4.0
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 - 만59세,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",3.5
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,"대인1/대인2/대물/
자손/무보험",1.8
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만34세 이하,대면/TM/CM/플랫폼,자차,1.5
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만35세 - 만59세,대면/TM/CM/플랫폼,자차,1.4
차선이탈경고(방지)장치할인,DB손해보험,차선이탈 경고장치에 관한 특별약관,▶ ① 최초 출고 시 피보험자동차에 차선이탈 경고장치를 장착(기본/옵션)한 경우② 차령 : 전 차령③ 차종 : 전 차종④ 옵션 장착인 경우 차선이탈경고장치가 장착되어 있음을 확인할 수 있는 사진 제출⑤ 피보험자 연령 : 만60세 이상,대면/TM/CM/플랫폼,자차,0.7
차선이탈경고(방지)장치할인,AXA손해보험,차선이탈 경고장치 할인 특별약관,"▶ ① 피보험자동차가 차선이탈 경고장치가 장착되어 최초 출고된 차량이고, 해당 장치가 청약일 현재 정상적으로 작동 가능한 상태인 경우② 차령 조건 : 전 차령③ 차종 조건 : 전 차종","TM, CM","대인1, 대인2, 대물, 자손, 무보험차상해, 자차",3.2
